origin,method,horizon_min,actual,pred
2018-01-08 00:55:00,persistence,25,39.46035353535354,26.16774891774892
2018-01-08 00:55:00,persistence,30,36.33030303030302,26.16774891774892
2018-01-08 00:55:00,moving_avg_30m,5,35.2048185941043,29.57105064247921
2018-01-08 00:55:00,moving_avg_30m,10,31.26462585034014,29.57105064247921
2018-01-08 00:55:00,moving_avg_30m,15,37.095,29.57105064247921
2018-01-08 00:55:00,moving_avg_30m,20,37.935833333333335,29.57105064247921
2018-01-08 00:55:00,moving_avg_30m,25,39.46035353535354,29.57105064247921
2018-01-08 00:55:00,moving_avg_30m,30,36.33030303030302,29.57105064247921
2018-01-08 00:55:00,seasonal_naive_24h,5,35.2048185941043,35.36287878787879
2018-01-08 00:55:00,seasonal_naive_24h,10,31.26462585034014,40.42698412698413
2018-01-08 00:55:00,seasonal_naive_24h,15,37.095,38.54960317460317
2018-01-08 00:55:00,seasonal_naive_24h,20,37.935833333333335,35.53703703703703
2018-01-08 00:55:00,seasonal_naive_24h,25,39.46035353535354,26.782575757575756
2018-01-08 00:55:00,seasonal_naive_24h,30,36.33030303030302,43.43257575757576
2018-01-08 00:55:00,arima_212,5,35.2048185941043,27.9155325747996
2018-01-08 00:55:00,arima_212,10,31.26462585034014,28.709189713507836
2018-01-08 00:55:00,arima_212,15,37.095,29.12382775627324
2018-01-08 00:55:00,arima_212,20,37.935833333333335,29.350641944034084
2018-01-08 00:55:00,arima_212,25,39.46035353535354,29.476377321427588
2018-01-08 00:55:00,arima_212,30,36.33030303030302,29.546338770810006
2018-01-08 01:25:00,prophet,5,32.52166666666667,37.771195114726545
2018-01-08 01:25:00,prophet,10,34.438095238095244,37.87461107271557
2018-01-08 01:25:00,prophet,15,37.348412698412695,37.98240234955938
2018-01-08 01:25:00,prophet,20,39.53138528138528,38.09538329799872
2018-01-08 01:25:00,prophet,25,37.6218253968254,38.21439109358632
2018-01-08 01:25:00,prophet,30,45.65270562770563,38.34027912337894
2018-01-08 01:25:00,prophet_level_adj,5,32.52166666666667,36.55195610352496
2018-01-08 01:25:00,prophet_level_adj,10,34.438095238095244,36.65537206151398
2018-01-08 01:25:00,prophet_level_adj,15,37.348412698412695,36.76316333835779
2018-01-08 01:25:00,prophet_level_adj,20,39.53138528138528,36.876144286797135
2018-01-08 01:25:00,prophet_level_adj,25,37.6218253968254,36.995152082384735
2018-01-08 01:25:00,prophet_level_adj,30,45.65270562770563,37.121040112177354
2018-01-08 01:25:00,persistence,5,32.52166666666667,36.33030303030302
2018-01-08 01:25:00,persistence,10,34.438095238095244,36.33030303030302
2018-01-08 01:25:00,persistence,15,37.348412698412695,36.33030303030302
2018-01-08 01:25:00,persistence,20,39.53138528138528,36.33030303030302
2018-01-08 01:25:00,persistence,25,37.6218253968254,36.33030303030302
2018-01-08 01:25:00,persistence,30,45.65270562770563,36.33030303030302
2018-01-08 01:25:00,moving_avg_30m,5,32.52166666666667,36.21515572390572
2018-01-08 01:25:00,moving_avg_30m,10,34.438095238095244,36.21515572390572
2018-01-08 01:25:00,moving_avg_30m,15,37.348412698412695,36.21515572390572
2018-01-08 01:25:00,moving_avg_30m,20,39.53138528138528,36.21515572390572
2018-01-08 01:25:00,moving_avg_30m,25,37.6218253968254,36.21515572390572
2018-01-08 01:25:00,moving_avg_30m,30,45.65270562770563,36.21515572390572
2018-01-08 01:25:00,seasonal_naive_24h,5,32.52166666666667,36.29444444444445
2018-01-08 01:25:00,seasonal_naive_24h,10,34.438095238095244,39.12169913419913
2018-01-08 01:25:00,seasonal_naive_24h,15,37.348412698412695,44.3968253968254
2018-01-08 01:25:00,seasonal_naive_24h,20,39.53138528138528,39.73412698412698
2018-01-08 01:25:00,seasonal_naive_24h,25,37.6218253968254,41.75000000000001
2018-01-08 01:25:00,seasonal_naive_24h,30,45.65270562770563,37.94193722943723
2018-01-08 01:25:00,arima_212,5,32.52166666666667,35.719190696367
2018-01-08 01:25:00,arima_212,10,34.438095238095244,35.446679893092444
2018-01-08 01:25:00,arima_212,15,37.348412698412695,35.340121619693896
2018-01-08 01:25:00,arima_212,20,39.53138528138528,35.3147503374152
2018-01-08 01:25:00,arima_212,25,37.6218253968254,35.32895027741318
2018-01-08 01:25:00,arima_212,30,45.65270562770563,35.36229169477904
2018-01-08 01:55:00,prophet,5,46.58201058201058,38.25720268321553
2018-01-08 01:55:00,prophet,10,40.83866213151927,38.395987831837445
2018-01-08 01:55:00,prophet,15,31.503246753246756,38.54419890641209
2018-01-08 01:55:00,prophet,20,31.6767316017316,38.70268422243405
2018-01-08 01:55:00,prophet,25,33.70757575757575,38.87227215718395
2018-01-08 01:55:00,prophet,30,40.4378787878788,39.053763625864704
2018-01-08 01:55:00,prophet_level_adj,5,46.58201058201058,38.26820059477725
2018-01-08 01:55:00,prophet_level_adj,10,40.83866213151927,38.40698574339916
2018-01-08 01:55:00,prophet_level_adj,15,31.503246753246756,38.55519681797381
2018-01-08 01:55:00,prophet_level_adj,20,31.6767316017316,38.71368213399577
2018-01-08 01:55:00,prophet_level_adj,25,33.70757575757575,38.88327006874567
2018-01-08 01:55:00,prophet_level_adj,30,40.4378787878788,39.06476153742642
2018-01-08 01:55:00,persistence,5,46.58201058201058,45.65270562770563
2018-01-08 01:55:00,persistence,10,40.83866213151927,45.65270562770563
2018-01-08 01:55:00,persistence,15,31.503246753246756,45.65270562770563
2018-01-08 01:55:00,persistence,20,31.6767316017316,45.65270562770563
2018-01-08 01:55:00,persistence,25,33.70757575757575,45.65270562770563
2018-01-08 01:55:00,persistence,30,40.4378787878788,45.65270562770563
2018-01-08 01:55:00,moving_avg_30m,5,46.58201058201058,37.852348484848484
2018-01-08 01:55:00,moving_avg_30m,10,40.83866213151927,37.852348484848484
2018-01-08 01:55:00,moving_avg_30m,15,31.503246753246756,37.852348484848484
2018-01-08 01:55:00,moving_avg_30m,20,31.6767316017316,37.852348484848484
2018-01-08 01:55:00,moving_avg_30m,25,33.70757575757575,37.852348484848484
2018-01-08 01:55:00,moving_avg_30m,30,40.4378787878788,37.852348484848484
2018-01-08 01:55:00,seasonal_naive_24h,5,46.58201058201058,38.409090909090914
2018-01-08 01:55:00,seasonal_naive_24h,10,40.83866213151927,43.756385281385285
2018-01-08 01:55:00,seasonal_naive_24h,15,31.503246753246756,48.6628787878788
2018-01-08 01:55:00,seasonal_naive_24h,20,31.6767316017316,37.65227272727273
2018-01-08 01:55:00,seasonal_naive_24h,25,33.70757575757575,43.59761904761905
2018-01-08 01:55:00,seasonal_naive_24h,30,40.4378787878788,37.09727891156463
2018-01-08 01:55:00,arima_212,5,46.58201058201058,42.21783673487849
2018-01-08 01:55:00,arima_212,10,40.83866213151927,40.491394135835264
2018-01-08 01:55:00,arima_212,15,31.503246753246756,39.626263169627336
2018-01-08 01:55:00,arima_212,20,31.6767316017316,39.19437879598512
2018-01-08 01:55:00,arima_212,25,33.70757575757575,38.97980462977622
2018-01-08 01:55:00,arima_212,30,40.4378787878788,38.873844818822384
2018-01-08 02:25:00,prophet,5,32.39369047619048,39.22138092225934
2018-01-08 02:25:00,prophet,10,28.6439393939394,39.4299518422676
2018-01-08 02:25:00,prophet,15,38.21363636363637,39.6527146996036
2018-01-08 02:25:00,prophet,20,32.61742424242424,39.89028567555314
2018-01-08 02:25:00,prophet,25,35.09285714285715,40.14321702546816
2018-01-08 02:25:00,prophet,30,37.25000000000001,40.41199067532607
2018-01-08 02:25:00,prophet_level_adj,5,32.39369047619048,38.07031707897616
2018-01-08 02:25:00,prophet_level_adj,10,28.6439393939394,38.278887998984416
2018-01-08 02:25:00,prophet_level_adj,15,38.21363636363637,38.50165085632042
2018-01-08 02:25:00,prophet_level_adj,20,32.61742424242424,38.739221832269955
2018-01-08 02:25:00,prophet_level_adj,25,35.09285714285715,38.99215318218498
2018-01-08 02:25:00,prophet_level_adj,30,37.25000000000001,39.260926832042884
2018-01-08 02:25:00,persistence,5,32.39369047619048,40.4378787878788
2018-01-08 02:25:00,persistence,10,28.6439393939394,40.4378787878788
2018-01-08 02:25:00,persistence,15,38.21363636363637,40.4378787878788
2018-01-08 02:25:00,persistence,20,32.61742424242424,40.4378787878788
2018-01-08 02:25:00,persistence,25,35.09285714285715,40.4378787878788
2018-01-08 02:25:00,persistence,30,37.25000000000001,40.4378787878788
2018-01-08 02:25:00,moving_avg_30m,5,32.39369047619048,37.457684268993795
2018-01-08 02:25:00,moving_avg_30m,10,28.6439393939394,37.457684268993795
2018-01-08 02:25:00,moving_avg_30m,15,38.21363636363637,37.457684268993795
2018-01-08 02:25:00,moving_avg_30m,20,32.61742424242424,37.457684268993795
2018-01-08 02:25:00,moving_avg_30m,25,35.09285714285715,37.457684268993795
2018-01-08 02:25:00,moving_avg_30m,30,37.25000000000001,37.457684268993795
2018-01-08 02:25:00,seasonal_naive_24h,5,32.39369047619048,37.79559523809524
2018-01-08 02:25:00,seasonal_naive_24h,10,28.6439393939394,29.93095238095238
2018-01-08 02:25:00,seasonal_naive_24h,15,38.21363636363637,33.47070707070707
2018-01-08 02:25:00,seasonal_naive_24h,20,32.61742424242424,36.10660173160173
2018-01-08 02:25:00,seasonal_naive_24h,25,35.09285714285715,31.607860922146635
2018-01-08 02:25:00,seasonal_naive_24h,30,37.25000000000001,37.064393939393945
2018-01-08 02:25:00,arima_212,5,32.39369047619048,39.4714156678938
2018-01-08 02:25:00,arima_212,10,28.6439393939394,38.763472232456714
2018-01-08 02:25:00,arima_212,15,38.21363636363637,38.324620984110915
2018-01-08 02:25:00,arima_212,20,32.61742424242424,38.0876338651674
2018-01-08 02:25:00,arima_212,25,35.09285714285715,37.97787076784416
2018-01-08 02:25:00,arima_212,30,37.25000000000001,37.93789634994466
2018-01-08 02:55:00,prophet,5,42.99047619047619,40.20173549385837
2018-01-08 02:55:00,prophet,10,35.50681818181818,40.50310126978268
2018-01-08 02:55:00,prophet,15,39.04924242424242,40.82173977981899
2018-01-08 02:55:00,prophet,20,37.0419191919192,41.15778580733754
2018-01-08 02:55:00,prophet,25,29.954999999999995,41.51127603812131
2018-01-08 02:55:00,prophet,30,31.854081632653056,41.88214571351402
2018-01-08 02:55:00,prophet_level_adj,5,42.99047619047619,34.93544071187295
2018-01-08 02:55:00,prophet_level_adj,10,35.50681818181818,35.23680648779726
2018-01-08 02:55:00,prophet_level_adj,15,39.04924242424242,35.55544499783357
2018-01-08 02:55:00,prophet_level_adj,20,37.0419191919192,35.89149102535212
2018-01-08 02:55:00,prophet_level_adj,25,29.954999999999995,36.24498125613589
2018-01-08 02:55:00,prophet_level_adj,30,31.854081632653056,36.6158509315286
2018-01-08 02:55:00,persistence,5,42.99047619047619,37.25000000000001
2018-01-08 02:55:00,persistence,10,35.50681818181818,37.25000000000001
2018-01-08 02:55:00,persistence,15,39.04924242424242,37.25000000000001
2018-01-08 02:55:00,persistence,20,37.0419191919192,37.25000000000001
2018-01-08 02:55:00,persistence,25,29.954999999999995,37.25000000000001
2018-01-08 02:55:00,persistence,30,31.854081632653056,37.25000000000001
2018-01-08 02:55:00,moving_avg_30m,5,42.99047619047619,34.03525793650794
2018-01-08 02:55:00,moving_avg_30m,10,35.50681818181818,34.03525793650794
2018-01-08 02:55:00,moving_avg_30m,15,39.04924242424242,34.03525793650794
2018-01-08 02:55:00,moving_avg_30m,20,37.0419191919192,34.03525793650794
2018-01-08 02:55:00,moving_avg_30m,25,29.954999999999995,34.03525793650794
2018-01-08 02:55:00,moving_avg_30m,30,31.854081632653056,34.03525793650794
2018-01-08 02:55:00,seasonal_naive_24h,5,42.99047619047619,41.62970521541951
2018-01-08 02:55:00,seasonal_naive_24h,10,35.50681818181818,43.96666666666667
2018-01-08 02:55:00,seasonal_naive_24h,15,39.04924242424242,40.36255411255412
2018-01-08 02:55:00,seasonal_naive_24h,20,37.0419191919192,42.32272727272727
2018-01-08 02:55:00,seasonal_naive_24h,25,29.954999999999995,35.61352813852814
2018-01-08 02:55:00,seasonal_naive_24h,30,31.854081632653056,38.04924242424243
2018-01-08 02:55:00,arima_212,5,42.99047619047619,36.47816445739012
2018-01-08 02:55:00,arima_212,10,35.50681818181818,36.101304537275034
2018-01-08 02:55:00,arima_212,15,39.04924242424242,35.923862835323106
2018-01-08 02:55:00,arima_212,20,37.0419191919192,35.83781742650998
2018-01-08 02:55:00,arima_212,25,29.954999999999995,35.797077909077295
2018-01-08 02:55:00,arima_212,30,31.854081632653056,35.777411464283695
2018-01-08 03:25:00,prophet,5,35.362698412698414,40.15178671142786
2018-01-08 03:25:00,prophet,10,44.16287878787879,40.517950116311425
2018-01-08 03:25:00,prophet,15,46.66961451247165,40.9008635594797
2018-01-08 03:25:00,prophet,20,45.22233560090702,41.30007450986406
2018-01-08 03:25:00,prophet,25,40.45530303030303,41.7150195055361
2018-01-08 03:25:00,prophet,30,43.62460317460318,42.145024817106076
2018-01-08 03:25:00,prophet_level_adj,5,35.362698412698414,37.18660249838356
2018-01-08 03:25:00,prophet_level_adj,10,44.16287878787879,37.55276590326712
2018-01-08 03:25:00,prophet_level_adj,15,46.66961451247165,37.9356793464354
2018-01-08 03:25:00,prophet_level_adj,20,45.22233560090702,38.33489029681976
2018-01-08 03:25:00,prophet_level_adj,25,40.45530303030303,38.749835292491795
2018-01-08 03:25:00,prophet_level_adj,30,43.62460317460318,39.17984060406177
2018-01-08 03:25:00,persistence,5,35.362698412698414,31.854081632653056
2018-01-08 03:25:00,persistence,10,44.16287878787879,31.854081632653056
2018-01-08 03:25:00,persistence,15,46.66961451247165,31.854081632653056
2018-01-08 03:25:00,persistence,20,45.22233560090702,31.854081632653056
2018-01-08 03:25:00,persistence,25,40.45530303030303,31.854081632653056
2018-01-08 03:25:00,persistence,30,43.62460317460318,31.854081632653056
2018-01-08 03:25:00,moving_avg_30m,5,35.362698412698414,36.06625627018484
2018-01-08 03:25:00,moving_avg_30m,10,44.16287878787879,36.06625627018484
2018-01-08 03:25:00,moving_avg_30m,15,46.66961451247165,36.06625627018484
2018-01-08 03:25:00,moving_avg_30m,20,45.22233560090702,36.06625627018484
2018-01-08 03:25:00,moving_avg_30m,25,40.45530303030303,36.06625627018484
2018-01-08 03:25:00,moving_avg_30m,30,43.62460317460318,36.06625627018484
2018-01-08 03:25:00,seasonal_naive_24h,5,35.362698412698414,34.90952380952381
2018-01-08 03:25:00,seasonal_naive_24h,10,44.16287878787879,42.4564935064935
2018-01-08 03:25:00,seasonal_naive_24h,15,46.66961451247165,46.61111111111112
2018-01-08 03:25:00,seasonal_naive_24h,20,45.22233560090702,44.42409812409812
2018-01-08 03:25:00,seasonal_naive_24h,25,40.45530303030303,46.82551020408164
2018-01-08 03:25:00,seasonal_naive_24h,30,43.62460317460318,45.565909090909095
2018-01-08 03:25:00,arima_212,5,35.362698412698414,33.46048667187946
2018-01-08 03:25:00,arima_212,10,44.16287878787879,34.11687522139247
2018-01-08 03:25:00,arima_212,15,46.66961451247165,34.460687450279124
2018-01-08 03:25:00,arima_212,20,45.22233560090702,34.60832976270838
2018-01-08 03:25:00,arima_212,25,40.45530303030303,34.6825921807801
2018-01-08 03:25:00,arima_212,30,43.62460317460318,34.715510737512155
2018-01-08 03:55:00,prophet,5,41.66883116883117,44.27426215366761
2018-01-08 03:55:00,prophet,10,36.61942640692641,44.76639024682282
2018-01-08 03:55:00,prophet,15,45.35317460317461,45.270890855047874
2018-01-08 03:55:00,prophet,20,49.18168934240363,45.78663987571565
2018-01-08 03:55:00,prophet,25,45.12234848484848,46.31241946987648
2018-01-08 03:55:00,prophet,30,49.16746031746032,46.84692332858002
2018-01-08 03:55:00,prophet_level_adj,5,41.66883116883117,44.17052049938567
2018-01-08 03:55:00,prophet_level_adj,10,36.61942640692641,44.66264859254088
2018-01-08 03:55:00,prophet_level_adj,15,45.35317460317461,45.167149200765934
2018-01-08 03:55:00,prophet_level_adj,20,49.18168934240363,45.68289822143371
2018-01-08 03:55:00,prophet_level_adj,25,45.12234848484848,46.20867781559454
2018-01-08 03:55:00,prophet_level_adj,30,49.16746031746032,46.74318167429808
2018-01-08 03:55:00,persistence,5,41.66883116883117,43.62460317460318
2018-01-08 03:55:00,persistence,10,36.61942640692641,43.62460317460318
2018-01-08 03:55:00,persistence,15,45.35317460317461,43.62460317460318
2018-01-08 03:55:00,persistence,20,49.18168934240363,43.62460317460318
2018-01-08 03:55:00,persistence,25,45.12234848484848,43.62460317460318
2018-01-08 03:55:00,persistence,30,49.16746031746032,43.62460317460318
2018-01-08 03:55:00,moving_avg_30m,5,41.66883116883117,42.58290558647701
2018-01-08 03:55:00,moving_avg_30m,10,36.61942640692641,42.58290558647701
2018-01-08 03:55:00,moving_avg_30m,15,45.35317460317461,42.58290558647701
2018-01-08 03:55:00,moving_avg_30m,20,49.18168934240363,42.58290558647701
2018-01-08 03:55:00,moving_avg_30m,25,45.12234848484848,42.58290558647701
2018-01-08 03:55:00,moving_avg_30m,30,49.16746031746032,42.58290558647701
2018-01-08 03:55:00,seasonal_naive_24h,5,41.66883116883117,47.82575757575757
2018-01-08 03:55:00,seasonal_naive_24h,10,36.61942640692641,51.46357142857143
2018-01-08 03:55:00,seasonal_naive_24h,15,45.35317460317461,46.87108843537416
2018-01-08 03:55:00,seasonal_naive_24h,20,49.18168934240363,49.53956916099774
2018-01-08 03:55:00,seasonal_naive_24h,25,45.12234848484848,45.82164502164503
2018-01-08 03:55:00,seasonal_naive_24h,30,49.16746031746032,51.807823129251695
2018-01-08 03:55:00,arima_212,5,41.66883116883117,42.12973094851634
2018-01-08 03:55:00,arima_212,10,36.61942640692641,41.13739281944992
2018-01-08 03:55:00,arima_212,15,45.35317460317461,40.73863881029887
2018-01-08 03:55:00,arima_212,20,49.18168934240363,40.51187760148261
2018-01-08 03:55:00,arima_212,25,45.12234848484848,40.41104823510584
2018-01-08 03:55:00,arima_212,30,49.16746031746032,40.35781358775559
2018-01-08 04:25:00,prophet,5,47.8219696969697,47.1868968806743
2018-01-08 04:25:00,prophet,10,41.33503401360544,47.732265254481035
2018-01-08 04:25:00,prophet,15,43.602040816326536,48.28203639726425
2018-01-08 04:25:00,prophet,20,42.747505668934245,48.834614364561524
2018-01-08 04:25:00,prophet,25,55.08276643990929,49.38834973315225
2018-01-08 04:25:00,prophet,30,41.90833333333333,49.94154822150465
2018-01-08 04:25:00,prophet_level_adj,5,47.8219696969697,46.355850870432405
2018-01-08 04:25:00,prophet_level_adj,10,41.33503401360544,46.901219244239144
2018-01-08 04:25:00,prophet_level_adj,15,43.602040816326536,47.45099038702236
2018-01-08 04:25:00,prophet_level_adj,20,42.747505668934245,48.00356835431963
2018-01-08 04:25:00,prophet_level_adj,25,55.08276643990929,48.55730372291036
2018-01-08 04:25:00,prophet_level_adj,30,41.90833333333333,49.110502211262755
2018-01-08 04:25:00,persistence,5,47.8219696969697,49.16746031746032
2018-01-08 04:25:00,persistence,10,41.33503401360544,49.16746031746032
2018-01-08 04:25:00,persistence,15,43.602040816326536,49.16746031746032
2018-01-08 04:25:00,persistence,20,42.747505668934245,49.16746031746032
2018-01-08 04:25:00,persistence,25,55.08276643990929,49.16746031746032
2018-01-08 04:25:00,persistence,30,41.90833333333333,49.16746031746032
2018-01-08 04:25:00,moving_avg_30m,5,47.8219696969697,44.518821720607434
2018-01-08 04:25:00,moving_avg_30m,10,41.33503401360544,44.518821720607434
2018-01-08 04:25:00,moving_avg_30m,15,43.602040816326536,44.518821720607434
2018-01-08 04:25:00,moving_avg_30m,20,42.747505668934245,44.518821720607434
2018-01-08 04:25:00,moving_avg_30m,25,55.08276643990929,44.518821720607434
2018-01-08 04:25:00,moving_avg_30m,30,41.90833333333333,44.518821720607434
2018-01-08 04:25:00,seasonal_naive_24h,5,47.8219696969697,40.62358276643991
2018-01-08 04:25:00,seasonal_naive_24h,10,41.33503401360544,37.40357142857143
2018-01-08 04:25:00,seasonal_naive_24h,15,43.602040816326536,40.37142857142857
2018-01-08 04:25:00,seasonal_naive_24h,20,42.747505668934245,48.6436507936508
2018-01-08 04:25:00,seasonal_naive_24h,25,55.08276643990929,37.29325396825397
2018-01-08 04:25:00,seasonal_naive_24h,30,41.90833333333333,39.01473922902495
2018-01-08 04:25:00,arima_212,5,47.8219696969697,47.15381234579582
2018-01-08 04:25:00,arima_212,10,41.33503401360544,45.712118615670796
2018-01-08 04:25:00,arima_212,15,43.602040816326536,45.3245230927746
2018-01-08 04:25:00,arima_212,20,42.747505668934245,45.07773951087677
2018-01-08 04:25:00,arima_212,25,55.08276643990929,45.00459748807206
2018-01-08 04:25:00,arima_212,30,41.90833333333333,44.96203019951839
2018-01-08 04:55:00,prophet,5,41.71473922902494,49.114029562592734
2018-01-08 04:55:00,prophet,10,53.38900226757369,49.63808917535158
2018-01-08 04:55:00,prophet,15,52.3185606060606,50.156576111843805
2018-01-08 04:55:00,prophet,20,42.02813852813853,50.66771944837451
2018-01-08 04:55:00,prophet,25,35.339166666666664,51.169749060125575
2018-01-08 04:55:00,prophet,30,42.875541125541126,51.66090566662792
2018-01-08 04:55:00,prophet_level_adj,5,41.71473922902494,47.266028137440045
2018-01-08 04:55:00,prophet_level_adj,10,53.38900226757369,47.79008775019889
